"name","rank","spell_type","save_type","rarity","action_category","actions_min","actions_max","description","source_id"
"Allfood","2","Spell","None","Uncommon","Activity","1","1","You transform one object into an edible substance that any living creature can chew, swallow, and safely digest.",
"Animal Form","2","Spell","None","Common","Activity","2","2","Turn into a dangerous animal.",
"Animal Messenger","2","Spell","None","Common","Activity","1","1","Send a Tiny animal to deliver a message.",
"Animated Assault","2","Spell","None","Common","Activity","2","2","Temporarily animate small objects to attack.",
"Animus Mine","2","Spell","Will","Common","Activity","2","2","You implant a mental mine within your psyche that detonates against anyone attempting to manipulate your thoughts.",
"Ash Cloud","2","Spell","Fortitude","Common","Activity","3","3","Summon a cloud of hot ash and smoke.",
"Augury","2","Spell","None","Common","Activity","1","1","Predict whether a course of action brings good fortune.",
"Befitting Attire","2","Spell","None","Common","Activity","2","2","Make clothes fit the occasion.",
"Binding Muzzle","2","Spell","Fortitude","Rare","Activity","2","2","A shimmering muzzle of pure magical force clamps the target's mouth shut.",
"Blast of the Bellows","2","Spell","None","Rare","Activity","2","2","You create a churning eddy of warm air that makes it difficult to fly within the area.",
"Blazing Armory","2","Spell","None","Common","Activity","2","2","Create a weapon made of fire.",
"Blazing Blade","2","Spell","None","Rare","Activity","2","2","A scimitar-shaped beam of fiery light springs from your free hand.",
"Blazing Bolt","2","Spell","None","Common","Activity","3","3","Fire one to three flaming bolts at different foes.",
"Blistering Invective","2","Spell","Will","Common","Activity","2","2","Light a creature on fire with harsh words.",
"Blood Duplicate","2","Spell","None","Uncommon","Activity","2","2","This spell deals you 1 piercing damage as you shape a magical duplicate of the target from your blood; you can't cast this spell if you don't have blood.",
"Blood Vendetta","2","Spell","Will","Common","Reaction","0","0","Cause a creature that attacks you to start bleeding.",
"Blur","2","Spell","None","Common","Activity","2","2","Target's form becomes blurry and hard to hit.",
"Bone Spray","2","Spell","None","Uncommon","Activity","2","2","You fire a torrent of jagged bone shards from your hands.",
"Boneshaker","2","Spell","Fortitude","Uncommon","Activity","3","3","You reach out a hand and seize a creature's skeleton from afar, harming their body and potentially wrenching them by the bones to move them against their will.",
"Bralani Referendum","2","Spell","None","Uncommon","Activity","2","2","You enforce fair play with punishing zephyrs.",
"Brand the Impenitent","2","Spell","Fortitude","Common","Activity","2","2","You brand the target with an ethereal copy of your deityâ€™s religious symbol.",
"Breath of Drought","2","Spell","None","Uncommon","Activity","2","2","You fill the area with an oppressive, arid swelter that overwhelms creatures with heat exhaustion.",
"Brine Dragon Bile","2","Spell","None","Common","Reaction","0","0","React to spit saltwater into a cut.",
"Burrow Ward","2","Spell","None","Common","Activity","2","2","Prevent burrowing in earth near you.",
"Calm","2","Spell","Will","Common","Activity","2","2","Suppress strong emotions and hostility.",
"Carrion Mire","2","Spell","Reflex","Uncommon","Activity","3","3","The ground opens into a seemingly endless mass of corpse limbs.",
"Cauterize Wounds","2","Spell","None","Common","Activity","2","2","Seal bleeding wounds with flame.",
"Charitable Urge","2","Spell","Will","Common","Activity","2","2","Make a creature give away an object.",
"Clad in Metal","2","Spell","None","Common","Activity","2","2","Coat an item in a metal of your choice.",
"Claws of the Otter","2","Spell","None","Common","Activity","2","2","Webbing grows between your fingers and your nails extend into vicious claws.",
"Clawsong","2","Spell","None","Uncommon","Activity","2","2","You sing a fierce prayer, low and growling, and awaken the ancient spirit of a Terwa beast to guide and strengthen the target's unarmed blows.",
"Cleanse Affliction","2","Spell","None","Common","Activity","2","2","Treat a curse, disease, or poison.",
"Cleanse Air","2","Spell","None","Common","Activity","2","2","Make air safe.",
"Clear Mind","2","Spell","None","Common","Activity","2","2","Counteract fleeing, frightened, stupefied, and related conditions.",
"Confetti Cloud","2","Spell","None","Uncommon","Activity","3","3","You conjure a dense storm of swirling confetti.",
"Create Food","2","Spell","None","Common","Activity","1","1","Feed multiple creatures with conjured food.",
"Cutting Insult","2","Spell","Will","Uncommon","Activity","2","2","You utter an insult so offensive that it cuts your target to the quick.",
"Dancing Shield","2","Spell","None","Uncommon","Activity","2","2","You levitate the touched shield and orbit it around a nearby ally.",
"Darkness","2","Spell","None","Common","Activity","3","3","Suppress all light in an area.",
"Darkvision","2","Spell","None","Common","Activity","2","2","See in the dark.",
"Deafness","2","Spell","Fortitude","Common","Activity","2","2","Make a creature deaf.",
"Death Knell","2","Spell","Will","Common","Activity","2","2","Finish off a creature who's near death.",
"Dismantle","2","Spell","None","Common","Activity","2","2","Disassemble an object temporarily.",
"Dispel Magic","2","Spell","None","Common","Activity","2","2","End a spell or suppress an item's magic.",
"Elemental Zone","2","Spell","None","Common","Activity","2","2","Make one element more damaging within a zone.",
"Embed Message","2","Spell","None","Common","Activity","2","2","Leave an illusory message to be triggered at a later date.",
"Empathic Link","2","Spell","None","Uncommon","Activity","1","1","You forge a bond between yourself and the target, enabling you to feel each other's emotions.",
"Empty Pack","2","Spell","None","Common","Activity","2","2","Make objects inside a container invisible",
"Enhance Victuals","2","Spell","None","Common","Activity","1","1","Improve food or drink and remove poisons.",
"Enlarge","2","Spell","None","Common","Activity","2","2","Cause a creature to grow in size.",
"Entangling Flora","2","Spell","None","Common","Activity","2","2","Sprout plants to hinder movement in an area.",
"Environmental Endurance","2","Spell","None","Common","Activity","1","1","Protect a creature from severe cold or heat.",
"Erase Trail","2","Spell","None","Uncommon","Activity","2","2","You drastically reduce all signs of one specific creature's passage from the area, including footprints, handprints, dirt, and minor changes caused to the surrounding environment, like the bending of grass.",
"Everlight","2","Spell","None","Common","Activity","3","3","Cause a gem to glow eternally.",
"Expeditious Excavation","2","Spell","None","Common","Activity","2","2","You remove loose dirt, dust, gravel, sand, and the like from the area.",
"Exploding Earth","2","Spell","None","Common","Activity","2","2","Throw an exploding ball of earth.",
"Extract Poison","2","Spell","None","Common","Activity","2","2","Draw out poison from an object and make your next attack poisonous.",
"False Vitality","2","Spell","None","Common","Activity","2","2","Gain temporary Hit Points.",
"Falsify Heat","2","Spell","None","Common","Activity","2","2","Make a creatureâ€™s body heat seem different.",
"Fear the Sun","2","Spell","Fortitude","Uncommon","Activity","2","2","You cause the creature's vision to become particularly sensitive.",
"Feast of Ashes","2","Spell","Fortitude","Common","Activity","3","3","You curse the target with a hunger no food can sate.",
"Feral Shades","2","Spell","None","Common","Activity","2","2","A cone of hound-shaped shades tear creatures apart.",
"Final Sacrifice","2","Spell","None","Common","Activity","2","2","Channel energy to blow up your minion.",
"Fireproof","2","Spell","None","Common","Activity","1","1","Protect an object against catching fire.",
"Flame Wisp","2","Spell","None","Common","Activity","2","2","Fire wisps damage those you strike, and more grow if you cast fire spells.",
"Floating Flame","2","Spell","Reflex","Common","Activity","2","2","Summoned fire moves at your command.",
"Frog Tongue","2","Spell","None","Common","Activity","2","2","Your tongue extends unnaturally, flicking out toward a creature within range and dealing bludgeoning damage.",
"Fungal Hyphae","2","Spell","None","Common","Activity","2","2","Thin hyphae grow from your feet and plunge into the earth.",
"Fungal Infestation","2","Spell","Fortitude","Common","Activity","2","2","Plant poisonous fungal growths in a creature.",
"Gecko Grip","2","Spell","None","Common","Activity","2","2","Give a creature a climb Speed.",
"Gentle Breeze","2","Spell","None","Common","Activity","2","2","Create a soothing wind that heals and reduces heat.",
"Ghostly Carrier","2","Spell","None","Common","Activity","2","2","Create a semicorporeal figure that carries your touch spells to targets.",
"Ghoulish Cravings","2","Spell","Will","Common","Activity","2","2","Afflict a creature with a craving for raw meat.",
"Grave Impressions","2","Spell","None","Uncommon","Activity","1","1","You project a fragment of your senses into the corpse.",
"Guiding Star","2","Spell","None","Common","Activity","2","2","Constellations nudge the target to travel to a location you choose.",
"Heat Metal","2","Spell","None","Common","Activity","2","2","Make metal red hot.",
"Helpful Wood Spirits","2","Spell","None","Common","Activity","2","2","Make a gaggle of wood spirits carry out a small task.",
"Hidebound","2","Spell","None","Common","Reaction","0","0","The targetâ€™s skin erupts in thick hide or dense scales.",
"Horrifying Blood Loss","2","Spell","Will","Uncommon","Free","0","0","You curse the target, filling it with terror at the loss of its blood.",
"Humanoid Form","2","Spell","None","Common","Activity","2","2","Take the shape of a humanoid.",
"Ignite Fireworks","2","Spell","Reflex","Common","Activity","2","2","Throw exploding fireworks.",
"Illusory Creature","2","Spell","None","Common","Activity","2","2","Form a convincing illusion of a creature.",
"Illusory Shroud","2","Spell","None","Uncommon","Activity","2","2","You shroud the target in subtle illusions that make it difficult to detect.",
"Imp Sting","2","Spell","Fortitude","Uncommon","Activity","2","2","You reproduce an imp's evil, poisonous sting, stabbing at an enemy and possibly affecting them with the devil's benumbing venom.",
"Impart Empathy","2","Spell","Will","Uncommon","Activity","2","2","You expand the target's ability to understand social cues that are normally beyond its comprehension.",
"Impeccable Flow","2","Spell","None","Uncommon","Activity","2","2","You attune yourself to an underlying cosmic order to the world.",
"Inner Radiance Torrent","2","Spell","None","Common","Activity","2","2","Gather spiritual energy to fire a storm of force bolts and beams.",
"Instant Armor","2","Spell","None","Common","Activity","1","1","Set a contingency to return your armor to you.",
"Instant Parade","2","Spell","None","Uncommon","Activity","2","2","An illusory parade with dozens of participants and performers appears around you, following you as you move.",
"Invisibility","2","Spell","None","Common","Activity","2","2","A creature can't be seen until it attacks.",
"Iron Gut","2","Spell","None","Common","Activity","2","2","Your mouth, esophagus, and stomach become incredibly elastic and tougher than metal.",
"Knock","2","Spell","None","Common","Activity","2","2","Make a door, lock, or container easier to open, and possibly open it immediately.",
"Laughing Fit","2","Spell","Will","Common","Activity","2","2","Laughter impedes a creature's actions.",
"Lock Item","2","Spell","Reflex","Uncommon","Activity","2","2","One object held by a creature becomes fused to that creature's hand and can't be put down.",
"Loose Time's Arrow","2","Spell","None","Common","Activity","2","2","Boost a group of creature's movement through time",
"Lucky Number","2","Spell","None","Common","Activity","1","1","Set a contingency to reroll a specific, randomly chosen d20 result.",
"Magnetic Attraction","2","Spell","None","Common","Activity","2","2","Pull items with magnetism, even disarming metal weapons.",
"Magnetic Repulsion","2","Spell","None","Common","Activity","2","2","Push metal away, defending against metal weapons and armored foes.",
"Mark of Blood","2","Spell","Will","Rare","Activity","2","2","You place a drop of your blood on a weapon and charge it with magic",
"Marvelous Mount","2","Spell","None","Common","Activity","1","1","Conjure a fantastical mount.",
"Mimic Undead","2","Spell","None","Common","Activity","2","2","Pretend to be undead.",
"Mind Games","2","Spell","Will","Uncommon","Activity","2","2","You lock minds with the target, trying to mentally subdue them.",
"Mirror Image","2","Spell","None","Common","Activity","2","2","Illusory duplicates of you cause attacks to miss.",
"Misdirection","2","Spell","None","Common","Activity","1","1","Cause one creatureâ€™s auras to appear to be anotherâ€™s.",
"Mist","2","Spell","None","Common","Activity","3","3","Conceal creatures with a cloud of mist.",
"Noise Blast","2","Spell","Fortitude","Common","Activity","2","2","Damage and deafen creatures with a powerful din.",
"Oaken Resilience","2","Spell","None","Common","Activity","2","2","Confer a tree's resilience and flammability.",
"One with Plants","2","Spell","None","Common","Activity","2","2","Meld into or turn into a plant.",
"Osseous Cage","2","Spell","Reflex","Uncommon","Activity","2","2","You conjure a prison made of bone.",
"Pack Attack","2","Spell","None","Uncommon","Activity","2","2","You and one other target gain an uncanny coordination that helps you take down foes.",
"Paranoia","2","Spell","Will","Common","Activity","2","2","Make a creature believe everyone is a threat.",
"Pave Ground","2","Spell","None","Common","Activity","2","2","Even out the ground in a line.",
"Peaceful Rest","2","Spell","None","Common","Activity","2","2","A corpse doesn't decay and can't become undead.",
"Penumbral Disguise","2","Spell","None","Uncommon","Activity","2","2","You wrap the target in shadows, granting them a +1 status bonus to Stealth checks to Hide while in dim light or darkness.",
"Persistent Servant","2","Spell","None","Common","Activity","1","1","Summon a long-term unseen servant for a single task.",
"Phantasmal Treasure","2","Spell","Will","Common","Activity","2","2","Tempt a creature with an illusory reward.",
"Phantom Crowd","2","Spell","None","Common","Activity","2","2","Create an illusory crowd that loudly agrees with you.",
"Propulsive Breeze","2","Spell","None","Common","Reaction","0","0","React to extend a Stride or Leap.",
"Quench","2","Spell","None","Common","Activity","2","2","Put out fires and hurt fire creatures.",
"Radiant Field","2","Spell","None","Uncommon","Activity","3","3","You create an area of bright light.",
"Rapid Adaptation","2","Spell","None","Common","Activity","2","2","Adapt your companion or eidolon to your environment.",
"Reaperâ€™s Lantern","2","Spell","Fortitude","Common","Activity","2","2","A ghostly lantern diminishes healing for the living and weakens the undead.",
"Resist Energy","2","Spell","None","Common","Activity","2","2","Protect a creature from one type of energy damage.",
"Restoration","2","Spell","None","Common","Activity","1","1","Reduce a condition or lessen a toxin.",
"Revealing Light","2","Spell","Reflex","Common","Activity","2","2","Dazzling light counters invisibility and concealment.",
"Rime Slick","2","Spell","None","Uncommon","Activity","2","2","You call down a chill wind.",
"Rubble Step","2","Spell","None","Common","Activity","2","2","Have an ally leave rubble as it moves.",
"Sea Surge","2","Spell","None","Uncommon","Activity","2","2","You slap or stomp on a nearby solid or liquid surface, sending a surge of water rushing away from you.",
"See the Unseen","2","Spell","None","Common","Activity","2","2","Reveal invisible creatures to your sight.",
"Shadow Zombie","2","Spell","Will","Uncommon","Activity","2","2","You cast a shadow over the target zombie, briefly turning it into shadowy vapor and controlling its movement.",
"Shape Wood","2","Spell","None","Common","Activity","2","2","Transform unworked wood into a shape of your choice.",
"Share Life","2","Spell","None","Common","Activity","2","2","Absorb half the damage another would take.",
"Shatter","2","Spell","None","Common","Activity","2","2","Shatter an object with a high-frequency sonic attack.",
"Shrink","2","Spell","None","Common","Activity","2","2","Reduce a willing creature to Tiny size.",
"Silence","2","Spell","None","Common","Activity","2","2","Mute all sound from a willing creature.",
"Slough Skin","2","Spell","None","Common","Activity","2","2","You continually and harmlessly slough off the top layer of your skin while new skin regenerates immediately.",
"Sonata Span","2","Spell","None","Common","Activity","2","2","Manifest a path with a tune.",
"Sound Body","2","Spell","None","Common","Activity","2","2","Counteract blinded, dazzled, deafened, enfeebled, sickened, and related conditions.",
"Speak with Animals","2","Spell","None","Common","Activity","2","2","Communicate with animals.",
"Spirit Sense","2","Spell","None","Common","Activity","2","2","Detect spirits and haunts.",
"Spiritual Armament","2","Spell","None","Common","Activity","2","2","Project a weapon imbued with spiritual power.",
"Splinter Volley","2","Spell","None","Common","Activity","2","2","Fling sharp splinters at one or more enemies.",
"Spy's Mark","2","Spell","None","Common","Activity","3","3","By pressing your hand to a wall or other solid immobile surface, you cause the crossed-swords symbol of the Firebrandsâ€”or a different symbol of your choosingâ€”to appear on the targeted surface.",
"Status","2","Spell","None","Common","Activity","2","2","Keep track of a willing creature's location and wellbeing.",
"Stupefy","2","Spell","Will","Common","Activity","2","2","Dull a target's mind and make spell casting unreliable.",
"Sudden Blight","2","Spell","None","Common","Activity","2","2","Decay living creatures and plants.",
"Sudden Bolt","2","Spell","None","Uncommon","Activity","2","2","You call down a small bolt of lightning on the target",
"Summon Elemental","2","Spell","None","Common","Activity","3","3","Conjure an elemental to fight on your behalf.",
"Summoner's Precaution","2","Spell","None","Common","Activity","1","1","Set a contingency to avoid being knocked out alongside your eidolon.",
"Summoner's Visage","2","Spell","None","Common","Activity","2","2","Change your eidolon to cosmetically appear to be your identical twin.",
"Sure Footing","2","Spell","None","Common","Activity","2","2","Counteract clumsy, grabbed, paralyzed, or related conditions.",
"Swallow Light","2","Spell","None","Uncommon","Activity","2","2","You draw magical light into your open mouth, consuming it and turning its essence into fuel for a gout of life-draining shadows.",
"Teeth to Terror","2","Spell","Will","Uncommon","Activity","2","2","The target believes its teeth are falling out, crawling along its face, stabbing into its body, and cramming themselves down its throat.",
"Telekinetic Maneuver","2","Spell","None","Common","Activity","2","2","Disarm, Reposition, Shove, or Trip a creature telekinetically.",
"Thermal Remedy","2","Spell","None","Common","Activity","1","1","Adjust ingredients in food and drink for health benefits.",
"Thundering Dominance","2","Spell","None","Common","Activity","2","2","Make your companion or eidolon intimidating and let it emit a sonic roar.",
"Timely Tutor","2","Spell","None","Common","Free","0","0","Connect your eidolon or familiar to the Akashic Record to briefly grant it knowledge.",
"Translate","2","Spell","None","Common","Activity","2","2","Grant understanding of a language to one creature.",
"Tremorsense","2","Spell","None","Common","Activity","2","2","Sense vibrations in the ground.",
"Umbral Extraction","2","Spell","None","Common","Activity","2","2","Attempt to steal a spell slot.",
"Umbral Mindtheft","2","Spell","None","Uncommon","Activity","2","2","You prepare to steal a broad field of knowledge from another creature, siphoning it from their mind and storing it in a pocket of the Shadow Plane connected to your own mind.",
"Undetectable Alignment","2","Spell","None","Uncommon","Activity","1","1","Make a creature or object appear neutral to alignment detection.",
"Vicious Jealousy","2","Spell","Will","Uncommon","Activity","2","2","The target is overcome by deep jealousy and resentment that twists its mind against other creatures.",
"Voice on the Breeze","2","Spell","None","Common","Activity","2","2","Whisper a message far away.",
"Vomit Swarm","2","Spell","None","Common","Activity","2","2","Vermin erupt in a cone from your mouth.",
"Warrior's Regret","2","Spell","Will","Common","Activity","2","2","Regrets overcome a foe when they harm others.",
"Water Breathing","2","Spell","None","Common","Activity","1","1","Allow creatures to breathe underwater.",
"Water Walk","2","Spell","None","Common","Activity","2","2","Buoy a creature so it can walk on water.",
"Waterproof","2","Spell","None","Common","Activity","2","2","Protect an object against becoming wet.",
"Web","2","Spell","None","Common","Activity","3","3","Form a web that keeps creatures from moving.",
"Worm's Repast","2","Spell","Fortitude","Rare","Activity","2","2","Gnawing worms materialize within the flesh of the target creature.",
"Agonizing Despair","3","Spell","Will","Common","Activity","2","2","Mentally damage and frighten a creature.",
"Animal Vision","3","Spell","None","Common","Activity","1","1","Project your senses through an animal.",
"Anointed Ground","3","Spell","None","Common","Activity","1","1","Create a 24-hour area of protection against aberrations, celestials, dragons, fiends, monitors, or undead.",
"Antlion Trap","3","Spell","Reflex","Common","Activity","3","3","You transmute the ground into a conical pit trap of loose sand that becomes difficult terrain for the duration.",
"Aqueous Orb","3","Spell","Reflex","Common","Activity","2","2","Roll a ball of water to put out fires and engulf creatures.",
"Behold the Weave","3","Spell","Will","Common","Activity","2","2","View the timelines to make one more likely to occur",
"Bind Undead","3","Spell","None","Common","Activity","2","2","Take control of a mindless undead.",
"Blastback","3","Spell","None","Common","Reaction","0","0","React to emit a shockwave when you land after a fall.",
"Blazing Dive","3","Spell","None","Common","Activity","2","2","Fly up, then dive in an explosion of superheated air.",
"Blindness","3","Spell","Fortitude","Common","Activity","2","2","Strike a target blind.",
"Bone Flense","3","Spell","None","Rare","Activity","2","2","The target weapon becomes imbued with Achaekekâ€™s power",
"Bonewall Bulwark","3","Spell","None","Rare","Activity","2","2","You create a miniature replica of the infamouse Bonewall of Yled.",
"Bottomless Stomach","3","Spell","None","Common","Activity","3","3","Store things in a creature's stomach.",
"Bracing Tendrils","3","Spell","None","Common","Activity","2","2","Force tendrils prevent unwanted movement",
"Caster's Imposition","3","Spell","Will","Uncommon","Activity","3","3","A magical interference prevents the target from contributing to any form of cooperative spellcasting.",
"Cave Fangs","3","Spell","None","Common","Activity","2","2","Make flowstone spikes bite creatures and impede movement.",
"Chilling Darkness","3","Spell","None","Common","Activity","2","2","Ray of unholy darkness deals cold damage, dispels light, and harms holy targets.",
"Circle of Protection","3","Spell","None","Uncommon","Activity","3","3","A creature emits an aura that protects those within against an alignment.",
"Claim Curse","3","Spell","None","Common","Activity","2","2","Draw a creature's curse into you temporarily.",
"Clairaudience","3","Spell","None","Common","Activity","1","1","Hear through an invisible magical sensor.",
"Cloud Dragon's Cloak","3","Spell","None","Common","Reaction","0","0","React to hide a creature in mist.",
"Consecrate Flesh","3","Spell","None","Uncommon","Activity","2","2","Through the strength of your faith, your body becomes infused with holy energy.",
"Coral Scourge","3","Spell","Reflex","Common","Activity","2","2","Fill a creatureâ€™s joints with stiffening coral growths.",
"Cozy Cabin","3","Spell","None","Common","Activity","1","1","Conjure a temporary cabin sheltered from the elements.",
"Crashing Wave","3","Spell","None","Common","Activity","2","2","Smash a cone of water against foes.",
"Crisis of Faith","3","Spell","Will","Common","Activity","2","2","Cause mental damage and possibly make a worshiper unable to cast spells.",
"Croak Voice","3","Spell","Fortitude","Common","Activity","2","2","You cause the target creatureâ€™s vocal chords to swell like those of a frog.",
"Cup of Dust","3","Spell","Fortitude","Common","Activity","3","3","You curse the target with a thirst no drink can quench.",
"Curse of Lost Time","3","Spell","Fortitude","Common","Activity","2","2","Artificially erode or age a target.",
"Cyclone Rondo","3","Spell","None","Rare","Activity","3","3","Playing or singing melodies discovered by the ancient Shory, you call up a whirlwind",
"Day's Weight","3","Spell","Fortitude","Common","Activity","2","2","Use time magic to fatigue a creature.",
"Deep Sight","3","Spell","None","Rare","Activity","2","2","Your eyes darken until they become entirely pitch black.",
"Distracting Chatter","3","Spell","Will","Common","Activity","2","2","Distract a creature with auditory illusions.",
"Dive and Breach","3","Spell","None","Common","Activity","2","2","Teleport with splashes of water.",
"Dividing Trench","3","Spell","None","Uncommon","Activity","3","3","You dig an earthen trench across the surrounding terrain, which must be soil, clay, sand, or other soft earth, but not flooring or stone.",
"Dream Message","3","Spell","None","Common","Activity","1","1","Send a message that arrives in a dream.",
"Earthbind","3","Spell","Fortitude","Common","Activity","2","2","Bring a flying creature to the ground.",
"Elemental Absorption","3","Spell","None","Common","Activity","2","2","Resist elemental effects and then release the energy against a foe.",
"Elemental Annihilation Wave","3","Spell","None","Common","Activity","2","2","Draw in elemental energy to unleash a cone of burning destruction.",
"Enthrall","3","Spell","Will","Common","Activity","2","2","Your speech makes creatures fascinated with you.",
"Envenom Companion","3","Spell","None","Common","Activity","2","2","Make your companion's attacks toxic.",
"Excise Lexicon","3","Spell","Will","Uncommon","Activity","2","2","You reach into a creature's mind and extract its knowledge of a word.",
"Familiarâ€™s Face","3","Spell","None","Common","Activity","2","2","Implant your senses and voice in your companion.",
"Far Sight","3","Spell","None","Uncommon","Activity","2","2","You can see distant objects as if they were closer.",
"Feet to Fins","3","Spell","None","Common","Activity","2","2","Turn a creature's feet into fins, enabling it to swim but slowing it on land.",
"Fireball","3","Spell","None","Common","Activity","2","2","An explosion of fire in an area burns creatures.",
"Firework Blast","3","Spell","None","Uncommon","Activity","2","2","You create a massive display of loud and colorful explosions.",
"Focusing Hum","3","Spell","None","Common","Free","0","0","A pleasant hum helps resist distractions",
"Gasping Marsh","3","Spell","None","Uncommon","Activity","2","2","With a rattling hiss, you create a quickly evaporating mist of invisible poisonous marsh gas to smother creatures in the area.",
"Ghostly Weapon","3","Spell","None","Common","Activity","2","2","Make a weapon affect incorporeal creatures.",
"Glass Sand","3","Spell","Reflex","Uncommon","Activity","2","2","You throw a handful of sand that transforms into jagged shards of glass.",
"Glyph of Warding","3","Spell","None","Common","Activity","1","1","Store a spell in a symbol to make a trap.",
"Gravity Well","3","Spell","Reflex","Common","Activity","2","2","Pull all creatures towards the center of a sphere of altered gravity.",
"Haste","3","Spell","None","Common","Activity","2","2","Speed up a creature so it can attack or move more often.",
"Heatvision","3","Spell","None","Uncommon","Activity","2","2","Let a creature see heat.",
"Heroism","3","Spell","None","Common","Activity","2","2","Stoke a creature's inner heroism to make it more competent.",
"Holy Light","3","Spell","None","Common","Activity","2","2","A ray of burning light deals extra damage to fiends and other unholy creatures.",
"Hypercognition","3","Spell","None","Common","Free","0","0","Recall massive amounts of information in an instant.",
"Hypnotize","3","Spell","Will","Common","Activity","2","2","Shifting colors dazzle and fascinate creatures.",
"Impending Doom","3","Spell","Will","Common","Activity","2","2","Make a foe witness its potential death and become distressed.",
"Infectious Ennui","3","Spell","Will","Rare","Activity","2","2","With a wave of your hand and a short invocation, you cause feelings of ennui and impending doom to well up in the mind of the targeted creature, who must attempt a Will save.",
"Insect Form","3","Spell","None","Common","Activity","2","2","Turn into a dangerous giant insect.",
"Lashing Rope","3","Spell","None","Common","Activity","2","2","You cause a section of rope or a rope-like object to animate, slither to your square, and encircle you, wreathing you in twisting, lashing fibers.",
"Levitate","3","Spell","None","Common","Activity","2","2","Float an object or creature a few feet off the ground.",
"Life Connection","3","Spell","None","Common","Activity","1","1","Set a contingency to take damage for an ally.",
"Life Pact","3","Spell","None","Uncommon","Activity","1","1","Using your life force or spirit as a conduit, you bind the targets in a mystical pact.",
"Lightning Bolt","3","Spell","None","Common","Activity","2","2","Lightning strikes all creatures in a line.",
"Locate","3","Spell","None","Uncommon","Activity","1","1","Learn the direction to an object.",
"Lotus Walk","3","Spell","None","Common","Activity","2","2","Bloom water plants that let you and others walk on water.",
"Mad Monkeys","3","Spell","None","Common","Activity","2","2","Summon magical monkey spirits to make mischief.",
"Magical Fetters","3","Spell","Reflex","Uncommon","Activity","2","2","Ghostly manacles launch from your outstretched hand and clasp around the target's limbs, impeding its movements.",
"Magnetic Acceleration","3","Spell","None","Common","Activity","2","2","Magnetically launch an item to attack a foe.",
"Martyr's Intervention","3","Spell","None","Uncommon","Reaction","0","0","You shield a creature in dire need with your own life force, taking the harm upon yourself to save their life.",
"Mind of Menace","3","Spell","None","Common","Activity","1","1","Set a contingency to punish a foe's mental effect and protect yourself from it.",
"Mind Reading","3","Spell","Will","Uncommon","Activity","2","2","Read a creature's surface thoughts.",
"Moonlight Ray","3","Spell","None","Uncommon","Activity","2","2","You unleash a holy beam of freezing moonlight.",
"Moth's Supper","3","Spell","None","Common","Activity","2","2","Your breath becomes ominous moths that detect nearby bloodshed and restore your vitality",
"Nothing Up My Sleeve","3","Spell","None","Uncommon","Activity","3","3","You create an extradimensional space within each of your sleeves.",
"Noxious Metals","3","Spell","None","Common","Activity","2","2","Coat creatures in toxic metal.",
"One with Stone","3","Spell","None","Common","Activity","2","2","Meld into or turn into a stone.",
"Oneiric Mire","3","Spell","None","Common","Activity","3","3","Create illusory quicksand that tricks creatures into thinking they're stuck.",
"Ooze Form","3","Spell","None","Common","Activity","2","2","Turn into an ooze battle form.",
"Organsight","3","Spell","None","Common","Activity","2","2","See a foe's organs, and use your knowledge to deal precision damage.",
"Painted Scout","3","Spell","None","Uncommon","Activity","3","3","You press your hand to the stone, causing hand-drawn scouts to spread out from your fingers.",
"Paralyze","3","Spell","Will","Common","Activity","2","2","Freeze a creature in place.",
"Percussive Impact","3","Spell","None","Uncommon","Activity","2","2","You lob a compressed ball of sound at a foe.",
"Perseis's Precautions","3","Spell","None","Uncommon","Activity","3","3","Leaving nothing to chance, you weave divinatory precautions against an ambush, alerting the target to danger.",
"Phantom Prison","3","Spell","Will","Common","Activity","3","3","Trap a creature in illusory walls until it disbelieves.",
"Pillar of Water","3","Spell","None","Common","Activity","3","3","Create a column of water creatures can swim through.",
"Positive Attunement","3","Spell","Will","Common","Activity","2","2","Attune a creature to the Positive Energy Plane, healing a living creature or damaging an undead.",
"Primal Chorus","3","Spell","None","Common","Activity","3","3","You let loose a primal howl that incites animals and beasts to join in the chorus.",
"Pyrotechnics","3","Spell","Fortitude","Uncommon","Activity","2","2","You turn a fire into either a burst of blinding fireworks or a thick cloud of choking smoke",
"Rally Point","3","Spell","None","Uncommon","Activity","3","3","Designate a point you can teleport back to with a thought",
"Ring of Truth","3","Spell","Will","Uncommon","Activity","1","1","Ring a bell when the truth is spoken.",
"Roaring Applause","3","Spell","Will","Common","Activity","2","2","Force the target to cheer and applaud you.",
"Rouse Skeletons","3","Spell","Reflex","Common","Activity","2","2","Rouse a squadron of skeletons to claw foes.",
"Safe Passage","3","Spell","None","Common","Activity","3","3","Make an area safe to move through.",
"Sand Form","3","Spell","None","Common","Activity","2","2","Turn a creatureâ€™s body and gear into sand.",
"Scrying Ripples","3","Spell","None","Common","Activity","1","1","Scry from one body of water into another.",
"Sculpt Sound","3","Spell","None","Common","Activity","2","2","Quiet or alter the sound from a creature or object.",
"Sea of Thought","3","Spell","Fortitude","Common","Activity","2","2","Liquid thoughts form a morass that slows movement",
"Secret Page","3","Spell","None","Common","Activity","1","1","Alter the appearance of a page.",
