"spell_name","trait_name"
"Flame Barrier","Focus"
"Flame Barrier","Uncommon"
"Font of Serenity","Abjuration"
"Font of Serenity","Emotion"
"Font of Serenity","Focus"
"Font of Serenity","Mental"
"Fortissimo Composition","Bard"
"Fortissimo Composition","Concentrate"
"Fortissimo Composition","Focus"
"Fortissimo Composition","Spellshape"
"Fortissimo Composition","Uncommon"
"Foul Miasma","Disease"
"Foul Miasma","Focus"
"Foul Miasma","Necromancy"
"Ghostly Transcription","Focus"
"Ghostly Transcription","Illusion"
"Ghostly Transcription","Visual"
"Glimpse the Truth","Aura"
"Glimpse the Truth","Cleric"
"Glimpse the Truth","Focus"
"Glimpse the Truth","Manipulate"
"Glimpse the Truth","Revelation"
"Glimpse the Truth","Uncommon"
"Inevitable Destination","Cleric"
"Inevitable Destination","Conjuration"
"Inevitable Destination","Focus"
"Inevitable Destination","Rare"
"Interdisciplinary Incantation","Concentrate"
"Interdisciplinary Incantation","Focus"
"Interdisciplinary Incantation","Uncommon"
"Interdisciplinary Incantation","Wizard"
"Invisibility Cloak","Focus"
"Invisibility Cloak","Illusion"
"Invisibility Cloak","Manipulate"
"Invisibility Cloak","Uncommon"
"Invisibility Cloak","Wizard"
"Isolation","Cleric"
"Isolation","Focus"
"Isolation","Illusion"
"Isolation","Rare"
"Know the Enemy","Cleric"
"Know the Enemy","Focus"
"Know the Enemy","Fortune"
"Know the Enemy","Manipulate"
"Know the Enemy","Uncommon"
"Life Siphon","Focus"
"Life Siphon","Healing"
"Life Siphon","Necromancy"
"Life Siphon","Uncommon"
"Life Siphon","Wizard"
"Localized Quake","Cleric"
"Localized Quake","Concentrate"
"Localized Quake","Earth"
"Localized Quake","Focus"
"Localized Quake","Manipulate"
"Localized Quake","Uncommon"
"Lucky Break","Cleric"
"Lucky Break","Concentrate"
"Lucky Break","Focus"
"Lucky Break","Uncommon"
"Malignant Sustenance","Cleric"
"Malignant Sustenance","Concentrate"
"Malignant Sustenance","Focus"
"Malignant Sustenance","Manipulate"
"Malignant Sustenance","Uncommon"
"Malignant Sustenance","Void"
"Mantis Form","Concentrate"
"Mantis Form","Focus"
"Mantis Form","Manipulate"
"Mantis Form","Polymorph"
"Mantis Form","Uncommon"
"Mystic Beacon","Cleric"
"Mystic Beacon","Focus"
"Mystic Beacon","Manipulate"
"Mystic Beacon","Uncommon"
"Nature's Bounty","Cleric"
"Nature's Bounty","Focus"
"Nature's Bounty","Manipulate"
"Nature's Bounty","Plant"
"Nature's Bounty","Uncommon"
"Nature's Bounty","Vitality"
"Ordained Purpose","Enchantment"
"Ordained Purpose","Focus"
"Ordained Purpose","Mental"
"Ordained Purpose","Uncommon"
"Overflowing Sorrow","Emotion"
"Overflowing Sorrow","Enchantment"
"Overflowing Sorrow","Focus"
"Overflowing Sorrow","Incapacitation"
"Overflowing Sorrow","Mental"
"Path of Least Resistance","Divination"
"Path of Least Resistance","Focus"
"Path of Least Resistance","Uncommon"
"Perfected Body","Cleric"
"Perfected Body","Concentrate"
"Perfected Body","Focus"
"Perfected Body","Uncommon"
"Precious Metals","Cleric"
"Precious Metals","Focus"
"Precious Metals","Manipulate"
"Precious Metals","Metal"
"Precious Metals","Uncommon"
"Protector's Sphere","Aura"
"Protector's Sphere","Cleric"
"Protector's Sphere","Concentrate"
"Protector's Sphere","Focus"
"Protector's Sphere","Manipulate"
"Protector's Sphere","Uncommon"
"Pulse of Civilization","Cleric"
"Pulse of Civilization","Concentrate"
"Pulse of Civilization","Focus"
"Pulse of Civilization","Manipulate"
"Pulse of Civilization","Scrying"
"Pulse of Civilization","Uncommon"
"Purifying Veil","Cleric"
"Purifying Veil","Evocation"
"Purifying Veil","Focus"
"Purifying Veil","Good"
"Purifying Veil","Rare"
"Purifying Veil","Water"
"Rebuke Death","Cleric"
"Rebuke Death","Concentrate"
"Rebuke Death","Focus"
"Rebuke Death","Healing"
"Rebuke Death","Manipulate"
"Rebuke Death","Uncommon"
"Rebuke Death","Vitality"
"Remember the Lost","Divination"
"Remember the Lost","Focus"
"Remember the Lost","Mental"
"Repel Metal","Druid"
"Repel Metal","Focus"
"Repel Metal","Manipulate"
"Repel Metal","Metal"
"Repel Metal","Uncommon"
"Retributive Pain","Cleric"
"Retributive Pain","Focus"
"Retributive Pain","Manipulate"
"Retributive Pain","Mental"
"Retributive Pain","Nonlethal"
"Retributive Pain","Uncommon"
"Roar of the Wyrm","Auditory"
"Roar of the Wyrm","Emotion"
"Roar of the Wyrm","Enchantment"
"Roar of the Wyrm","Focus"
"Roar of the Wyrm","Mental"
"Rune of Observation","Concentrate"
"Rune of Observation","Focus"
"Rune of Observation","Uncommon"
"Rune of Observation","Wizard"
"Runic Impression","Evocation"
"Runic Impression","Focus"
"Runic Impression","Magus"
"Runic Impression","Uncommon"
"Safeguard Secret","Cleric"
"Safeguard Secret","Concentrate"
"Safeguard Secret","Focus"
"Safeguard Secret","Manipulate"
"Safeguard Secret","Mental"
"Safeguard Secret","Uncommon"
"Shaken Confidence","Cleric"
"Shaken Confidence","Emotion"
"Shaken Confidence","Enchantment"
"Shaken Confidence","Focus"
"Shaken Confidence","Mental"
"Shaken Confidence","Misfortune"
"Shaken Confidence","Rare"
"Shared Nightmare","Cleric"
"Shared Nightmare","Concentrate"
"Shared Nightmare","Emotion"
"Shared Nightmare","Focus"
"Shared Nightmare","Incapacitation"
"Shared Nightmare","Manipulate"
"Shared Nightmare","Mental"
"Shared Nightmare","Uncommon"
"Shifting Form","Concentrate"
"Shifting Form","Focus"
"Shifting Form","Morph"
"Shifting Form","Uncommon"
"Shifting Form","Wizard"
"Shroud of the Mantis","Focus"
"Shroud of the Mantis","Illusion"
"Shroud of the Mantis","Manipulate"
"Shroud of the Mantis","Uncommon"
"Shroud of the Mantis","Wizard"
"Songbird's Call","Aura"
"Songbird's Call","Bard"
"Songbird's Call","Composition"
"Songbird's Call","Concentrate"
"Songbird's Call","Focus"
"Songbird's Call","Uncommon"
"Spiral of Horrors","Aura"
"Spiral of Horrors","Concentrate"
"Spiral of Horrors","Emotion"
"Spiral of Horrors","Fear"
"Spiral of Horrors","Focus"
"Spiral of Horrors","Manipulate"
"Spiral of Horrors","Mental"
"Spiral of Horrors","Uncommon"
"Spiral of Horrors","Wizard"
"Stasis","Focus"
"Stasis","Incapacitation"
"Stasis","Transmutation"
"Stormwind Flight","Air"
"Stormwind Flight","Concentrate"
"Stormwind Flight","Druid"
"Stormwind Flight","Focus"
"Stormwind Flight","Manipulate"
"Stormwind Flight","Uncommon"
"Swarm Form","Focus"
"Swarm Form","Polymorph"
"Swarm Form","Transmutation"
"Take its Course","Cleric"
"Take its Course","Concentrate"
"Take its Course","Focus"
"Take its Course","Fortune"
"Take its Course","Uncommon"
"Tempt Fate","Cleric"
"Tempt Fate","Focus"
"Tempt Fate","Fortune"
"Tempt Fate","Manipulate"
"Tempt Fate","Uncommon"
"Tireless Worker","Concentrate"
"Tireless Worker","Focus"
"Tireless Worker","Healing"
"Tireless Worker","Manipulate"
"Touch of the Moon","Cleric"
"Touch of the Moon","Focus"
"Touch of the Moon","Light"
"Touch of the Moon","Manipulate"
"Touch of the Moon","Uncommon"
"Transcribe Moment","Evocation"
"Transcribe Moment","Focus"
"Transcribe Moment","Uncommon"
"Traveler's Transit","Cleric"
"Traveler's Transit","Concentrate"
"Traveler's Transit","Focus"
"Traveler's Transit","Manipulate"
"Traveler's Transit","Uncommon"
"Trickster's Twin","Cleric"
"Trickster's Twin","Concentrate"
"Trickster's Twin","Focus"
"Trickster's Twin","Illusion"
"Trickster's Twin","Manipulate"
"Trickster's Twin","Uncommon"
"Trickster's Twin","Visual"
"Unity","Cleric"
"Unity","Concentrate"
"Unity","Focus"
"Unity","Fortune"
"Unity","Uncommon"
"Vital Luminance","Aura"
"Vital Luminance","Cleric"
"Vital Luminance","Focus"
"Vital Luminance","Light"
"Vital Luminance","Manipulate"
"Vital Luminance","Uncommon"
"Vital Luminance","Vitality"
"Waking Dream","Enchantment"
"Waking Dream","Focus"
"Waking Dream","Mental"
"Weaponize Secret","Cleric"
"Weaponize Secret","Divination"
"Weaponize Secret","Focus"
"Weaponize Secret","Mental"
"Weaponize Secret","Rare"
"Wild Winds Stance","Air"
"Wild Winds Stance","Focus"
"Wild Winds Stance","Manipulate"
"Wild Winds Stance","Monk"
"Wild Winds Stance","Stance"
"Wild Winds Stance","Uncommon"
"Wind Whispers","Cleric"
"Wind Whispers","Enchantment"
"Wind Whispers","Focus"
"Wind Whispers","Linguistic"
"Wind Whispers","Mental"
"Wind Whispers","Rare"
"Wood Walk","Concentrate"
"Wood Walk","Druid"
"Wood Walk","Focus"
"Wood Walk","Manipulate"
"Wood Walk","Uncommon"
"Wood Walk","Wood"
"Word of Freedom","Cleric"
"Word of Freedom","Concentrate"
"Word of Freedom","Focus"
"Word of Freedom","Mental"
"Word of Freedom","Uncommon"
"Wordsmith","Cleric"
"Wordsmith","Focus"
"Wordsmith","Rare"
"Wordsmith","Transmutation"
"Zeal for Battle","Cleric"
"Zeal for Battle","Concentrate"
"Zeal for Battle","Emotion"
"Zeal for Battle","Focus"
"Zeal for Battle","Fortune"
"Zeal for Battle","Mental"
"Zeal for Battle","Uncommon"
"Arcane Countermeasure","Focus"
"Arcane Countermeasure","Manipulate"
"Arcane Countermeasure","Sorcerer"
"Arcane Countermeasure","Uncommon"
"Celestial Brand","Curse"
"Celestial Brand","Focus"
"Celestial Brand","Manipulate"
"Celestial Brand","Sorcerer"
"Celestial Brand","Uncommon"
"Chthonian Wrath","Concentrate"
"Chthonian Wrath","Focus"
"Chthonian Wrath","Manipulate"
"Chthonian Wrath","Sorcerer"
"Chthonian Wrath","Uncommon"
"Cleansing Flames","Fire"
"Cleansing Flames","Focus"
"Cleansing Flames","Healing"
"Cleansing Flames","Necromancy"
"Cleansing Flames","Sorcerer"
"Cleansing Flames","Uncommon"
"Consuming Darkness","Evocation"
"Consuming Darkness","Focus"
"Consuming Darkness","Shadow"
"Consuming Darkness","Sorcerer"
"Consuming Darkness","Uncommon"
"Curse of Death","Concentrate"
"Curse of Death","Curse"
"Curse of Death","Death"
"Curse of Death","Focus"
"Curse of Death","Hex"
"Curse of Death","Manipulate"
"Curse of Death","Uncommon"
"Curse of Death","Void"
"Curse of Death","Witch"
"Dance of Darkness","Darkness"
"Dance of Darkness","Evocation"
"Dance of Darkness","Focus"
"Dance of Darkness","Uncommon"
"Dragon Wings","Concentrate"
"Dragon Wings","Focus"
"Dragon Wings","Manipulate"
"Dragon Wings","Morph"
"Dragon Wings","Sorcerer"
"Dragon Wings","Uncommon"
"Elemental Blast","Concentrate"
"Elemental Blast","Focus"
"Elemental Blast","Manipulate"
"Elemental Blast","Sorcerer"
"Elemental Blast","Uncommon"
"Establish Ward","Abjuration"
"Establish Ward","Focus"
"Establish Ward","Sorcerer"
"Establish Ward","Uncommon"
"Fey Glamour","Concentrate"
"Fey Glamour","Focus"
"Fey Glamour","Illusion"
"Fey Glamour","Manipulate"
"Fey Glamour","Sorcerer"
"Fey Glamour","Uncommon"
"Glacial Heart","Evocation"
"Glacial Heart","Focus"
"Glacial Heart","Hex"
"Glacial Heart","Rare"
"Glacial Heart","Witch"
"Gluttonous Growth","Concentrate"
"Gluttonous Growth","Focus"
"Gluttonous Growth","Manipulate"
"Gluttonous Growth","Plant"
"Gluttonous Growth","Ranger"
"Gluttonous Growth","Uncommon"
"Grasping Grave","Concentrate"
"Grasping Grave","Focus"
"Grasping Grave","Manipulate"
"Grasping Grave","Sorcerer"
"Grasping Grave","Uncommon"
"Hellfire Plume","Concentrate"
"Hellfire Plume","Fire"
"Hellfire Plume","Focus"
"Hellfire Plume","Manipulate"
"Hellfire Plume","Sorcerer"
"Hellfire Plume","Spirit"
"Hellfire Plume","Uncommon"
"Hunter's Vision","Concentrate"
"Hunter's Vision","Focus"
"Hunter's Vision","Ranger"
"Hunter's Vision","Uncommon"
"Litany against Sloth","Champion"
"Litany against Sloth","Evocation"
"Litany against Sloth","Focus"
"Litany against Sloth","Good"
"Litany against Sloth","Litany"
"Litany against Sloth","Uncommon"
"Litany of Self-Interest","Champion"
"Litany of Self-Interest","Enchantment"
"Litany of Self-Interest","Evil"
"Litany of Self-Interest","Focus"
"Litany of Self-Interest","Litany"
"Litany of Self-Interest","Mental"
"Litany of Self-Interest","Uncommon"
"Ode to Ouroboros","Bard"
"Ode to Ouroboros","Composition"
"Ode to Ouroboros","Concentrate"
"Ode to Ouroboros","Focus"
"Ode to Ouroboros","Uncommon"
"Over the Coals","Focus"
"Over the Coals","Hex"
"Over the Coals","Mental"
"Over the Coals","Necromancy"
"Over the Coals","Rare"
"Over the Coals","Witch"
"Pack Breaker","Concentrate"
"Pack Breaker","Focus"
"Pack Breaker","Manipulate"
"Pack Breaker","Mental"
"Pack Breaker","Ranger"
"Pack Breaker","Uncommon"
"Pulverizing Wake","Attack"
"Pulverizing Wake","Concentrate"
"Pulverizing Wake","Focus"
"Pulverizing Wake","Manipulate"
"Pulverizing Wake","Ranger"
"Pulverizing Wake","Sonic"
"Pulverizing Wake","Uncommon"
"Restorative Moment","Concentrate"
"Restorative Moment","Focus"
"Restorative Moment","Hex"
"Restorative Moment","Manipulate"
"Restorative Moment","Uncommon"
"Restorative Moment","Witch"
"Rewrite Possibility","Divination"
"Rewrite Possibility","Focus"
"Rewrite Possibility","Fortune"
"Rewrite Possibility","Mental"
"Rewrite Possibility","Prediction"
"Rewrite Possibility","Sorcerer"
"Rewrite Possibility","Uncommon"
"Shadow Jump","Conjuration"
"Shadow Jump","Focus"
"Shadow Jump","Shadow"
"Shadow Jump","Teleportation"
"Shadow Jump","Uncommon"
"Shall Not Falter, Shall Not Rout","Focus"
"Shall Not Falter, Shall Not Rout","Healing"
"Shall Not Falter, Shall Not Rout","Necromancy"
"Shall Not Falter, Shall Not Rout","Rare"
"Shepherd of Souls","Focus"
"Shepherd of Souls","Healing"
"Shepherd of Souls","Necromancy"
"Shepherd of Souls","Sorcerer"
"Shepherd of Souls","Uncommon"
"Spectral Advance","Champion"
"Spectral Advance","Concentrate"
"Spectral Advance","Focus"
"Spectral Advance","Polymorph"
"Spectral Advance","Spirit"
"Spectral Advance","Uncommon"
"Spellmaster's Ward","Abjuration"
"Spellmaster's Ward","Focus"
"Spellmaster's Ward","Uncommon"
"Steal the Sky","Air"
"Steal the Sky","Evocation"
"Steal the Sky","Focus"
"Steal the Sky","Uncommon"
"Symphony of the Unfettered Heart","Bard"
"Symphony of the Unfettered Heart","Composition"
"Symphony of the Unfettered Heart","Concentrate"
"Symphony of the Unfettered Heart","Focus"
"Symphony of the Unfettered Heart","Uncommon"
"Terrain Transposition","Concentrate"
"Terrain Transposition","Focus"
"Terrain Transposition","Manipulate"
"Terrain Transposition","Ranger"
"Terrain Transposition","Teleportation"
"Terrain Transposition","Uncommon"
"Unblinking Flame Aura","Divination"
"Unblinking Flame Aura","Fire"
"Unblinking Flame Aura","Focus"
"Unblinking Flame Aura","Healing"
"Unblinking Flame Aura","Uncommon"
"Unbreaking Wave Vapor","Abjuration"
"Unbreaking Wave Vapor","Focus"
"Unbreaking Wave Vapor","Uncommon"
"Unbreaking Wave Vapor","Water"
"Unfolding Wind Buffet","Air"
"Unfolding Wind Buffet","Evocation"
"Unfolding Wind Buffet","Focus"
"Unfolding Wind Buffet","Uncommon"
"Untwisting Iron Roots","Earth"
"Untwisting Iron Roots","Focus"
"Untwisting Iron Roots","Transmutation"
"Untwisting Iron Roots","Uncommon"
"Unusual Anatomy","Focus"
"Unusual Anatomy","Manipulate"
"Unusual Anatomy","Polymorph"
"Unusual Anatomy","Sorcerer"
"Unusual Anatomy","Uncommon"
"Wind Jump","Air"
"Wind Jump","Concentrate"
"Wind Jump","Focus"
"Wind Jump","Monk"
"Wind Jump","Uncommon"
"Wish-Twisted Form","Focus"
"Wish-Twisted Form","Sorcerer"
"Wish-Twisted Form","Transmutation"
"Wish-Twisted Form","Uncommon"
"Wronged Monk's Wrath","Electricity"
"Wronged Monk's Wrath","Evocation"
"Wronged Monk's Wrath","Focus"
"Wronged Monk's Wrath","Force"
"Wronged Monk's Wrath","Monk"
"Wronged Monk's Wrath","Uncommon"
"You're Mine","Concentrate"
"You're Mine","Emotion"
"You're Mine","Focus"
"You're Mine","Incapacitation"
"You're Mine","Manipulate"
"You're Mine","Mental"
"You're Mine","Sorcerer"
"You're Mine","Uncommon"
"Ancestral Form","Concentrate"
"Ancestral Form","Focus"
"Ancestral Form","Oracle"
"Ancestral Form","Uncommon"
"Ash Form","Cursebound"
"Ash Form","Focus"
"Ash Form","Oracle"
"Ash Form","Transmutation"
"Ash Form","Uncommon"
"Champion's Sacrifice","Champion"
"Champion's Sacrifice","Focus"
"Champion's Sacrifice","Manipulate"
"Champion's Sacrifice","Uncommon"
"Claim Undead","Concentrate"
"Claim Undead","Focus"
"Claim Undead","Incapacitation"
"Claim Undead","Manipulate"
"Claim Undead","Oracle"
"Claim Undead","Uncommon"
"Dread Secret","Concentrate"
"Dread Secret","Emotion"
"Dread Secret","Fear"
"Dread Secret","Focus"
"Dread Secret","Manipulate"
"Dread Secret","Mental"
"Dread Secret","Oracle"
"Dread Secret","Uncommon"
"Flaming Fusillade","Concentrate"
"Flaming Fusillade","Fire"
"Flaming Fusillade","Focus"
"Flaming Fusillade","Manipulate"
"Flaming Fusillade","Oracle"
"Flaming Fusillade","Uncommon"
"For Love, For Lightning","Electricity"
"For Love, For Lightning","Evocation"
"For Love, For Lightning","Focus"
"For Love, For Lightning","Uncommon"
"Heroic Feat","Cursebound"
"Heroic Feat","Divination"
"Heroic Feat","Focus"
"Heroic Feat","Mental"
"Heroic Feat","Oracle"
"Heroic Feat","Uncommon"
"Life-Giving Form","Concentrate"
"Life-Giving Form","Focus"
"Life-Giving Form","Healing"
"Life-Giving Form","Light"
"Life-Giving Form","Manipulate"
"Life-Giving Form","Oracle"
"Life-Giving Form","Uncommon"
"Life-Giving Form","Vitality"
"Manifold Lives","Cursebound"
"Manifold Lives","Divination"
"Manifold Lives","Emotion"
"Manifold Lives","Focus"
"Manifold Lives","Mental"
"Manifold Lives","Oracle"
"Manifold Lives","Uncommon"
"Moonlight Bridge","Concentrate"
"Moonlight Bridge","Focus"
"Moonlight Bridge","Light"
"Moonlight Bridge","Manipulate"
"Moonlight Bridge","Oracle"
"Moonlight Bridge","Uncommon"
"Primal Summons","Concentrate"
"Primal Summons","Druid"
"Primal Summons","Focus"
"Primal Summons","Uncommon"
"Revel in Retribution","Concentrate"
"Revel in Retribution","Focus"
"Revel in Retribution","Manipulate"
"Revel in Retribution","Mental"
"Revel in Retribution","Oracle"
"Revel in Retribution","Uncommon"
"Shadow Illusion","Auditory"
"Shadow Illusion","Focus"
"Shadow Illusion","Illusion"
"Shadow Illusion","Shadow"
"Shadow Illusion","Uncommon"
"Shadow Illusion","Visual"
"Shambling Horror","Evil"
"Shambling Horror","Focus"
"Shambling Horror","Necromancy"
"Shambling Horror","Uncommon"
"Speaking Sky","Air"
"Speaking Sky","Divination"
"Speaking Sky","Focus"
"Speaking Sky","Uncommon"
"Tempest Form","Concentrate"
"Tempest Form","Focus"
"Tempest Form","Manipulate"
"Tempest Form","Oracle"
"Tempest Form","Polymorph"
"Tempest Form","Uncommon"
"Darklight","Darkness"
"Darklight","Evocation"
"Darklight","Focus"
"Darklight","Shadow"
"Darklight","Uncommon"
"Hasted Assault","Focus"
"Hasted Assault","Magus"
"Hasted Assault","Transmutation"
"Hasted Assault","Uncommon"
"Litany of Depravity","Champion"
"Litany of Depravity","Evil"
"Litany of Depravity","Evocation"
"Litany of Depravity","Focus"
"Litany of Depravity","Litany"
"Litany of Depravity","Uncommon"
"Litany of Righteousness","Champion"
"Litany of Righteousness","Evocation"
"Litany of Righteousness","Focus"
"Litany of Righteousness","Good"
"Litany of Righteousness","Litany"
"Litany of Righteousness","Uncommon"
"Shadow's Web","Concentrate"
"Shadow's Web","Focus"
"Shadow's Web","Manipulate"
"Shadow's Web","Monk"
"Shadow's Web","Uncommon"
"Soothing Ballad","Bard"
"Soothing Ballad","Composition"
"Soothing Ballad","Concentrate"
"Soothing Ballad","Emotion"
"Soothing Ballad","Focus"
"Soothing Ballad","Healing"
"Soothing Ballad","Manipulate"
"Soothing Ballad","Mental"
"Soothing Ballad","Uncommon"
"Unblinking Flame Emblem","Divination"
"Unblinking Flame Emblem","Fire"
"Unblinking Flame Emblem","Focus"
"Unblinking Flame Emblem","Uncommon"
"Unbreaking Wave Barrier","Abjuration"
"Unbreaking Wave Barrier","Focus"
"Unbreaking Wave Barrier","Uncommon"
"Unbreaking Wave Barrier","Water"
"Unfolding Wind Blitz","Air"
"Unfolding Wind Blitz","Focus"
"Unfolding Wind Blitz","Transmutation"
"Unfolding Wind Blitz","Uncommon"
"Untwisting Iron Augmentation","Earth"
"Untwisting Iron Augmentation","Focus"
"Untwisting Iron Augmentation","Transmutation"
"Untwisting Iron Augmentation","Uncommon"
"Impaling Briars","Concentrate"
"Impaling Briars","Druid"
"Impaling Briars","Focus"
"Impaling Briars","Manipulate"
"Impaling Briars","Plant"
"Impaling Briars","Uncommon"
"Impaling Briars","Wood"
"Medusa's Wrath","Concentrate"
"Medusa's Wrath","Focus"
"Medusa's Wrath","Manipulate"
"Medusa's Wrath","Monk"
"Medusa's Wrath","Uncommon"
"Touch of Death","Concentrate"
"Touch of Death","Focus"
"Touch of Death","Incapacitation"
"Touch of Death","Manipulate"
"Touch of Death","Monk"
"Touch of Death","Uncommon"
"Embrace Nothingness","Concentrate"
"Embrace Nothingness","Focus"
"Embrace Nothingness","Manipulate"
"Embrace Nothingness","Monk"
"Embrace Nothingness","Uncommon"
"Qi Form","Concentrate"
"Qi Form","Focus"
"Qi Form","Monk"
"Qi Form","Polymorph"
"Qi Form","Uncommon"
"Storm Lord","Air"
"Storm Lord","Concentrate"
"Storm Lord","Druid"
"Storm Lord","Electricity"
"Storm Lord","Focus"
"Storm Lord","Manipulate"
"Storm Lord","Uncommon"
"Unblinking Flame Ignition","Divination"
"Unblinking Flame Ignition","Fire"
"Unblinking Flame Ignition","Focus"
"Unblinking Flame Ignition","Uncommon"
"Unbreaking Wave Containment","Evocation"
"Unbreaking Wave Containment","Focus"
"Unbreaking Wave Containment","Incapacitation"
"Unbreaking Wave Containment","Uncommon"
"Unbreaking Wave Containment","Water"
"Unfolding Wind Crash","Air"
"Unfolding Wind Crash","Evocation"
"Unfolding Wind Crash","Focus"
"Unfolding Wind Crash","Move"
"Unfolding Wind Crash","Uncommon"
"Untwisting Iron Pillar","Abjuration"
"Untwisting Iron Pillar","Earth"
"Untwisting Iron Pillar","Focus"
"Untwisting Iron Pillar","Uncommon"
"Apex Companion","Druid"
"Apex Companion","Focus"
"Apex Companion","Polymorph"
"Apex Companion","Transmutation"
"Apex Companion","Uncommon"
"Fatal Aria","Bard"
"Fatal Aria","Composition"
"Fatal Aria","Concentrate"
"Fatal Aria","Death"
"Fatal Aria","Emotion"
"Fatal Aria","Focus"
"Fatal Aria","Mental"
"Fatal Aria","Uncommon"
"Hero's Defiance","Champion"
"Hero's Defiance","Concentrate"
"Hero's Defiance","Focus"
"Hero's Defiance","Healing"
"Hero's Defiance","Uncommon"
"Hero's Defiance","Vitality"
"Pied Piping","Bard"
"Pied Piping","Composition"
"Pied Piping","Concentrate"
"Pied Piping","Focus"
"Pied Piping","Incapacitation"
"Pied Piping","Mental"
"Pied Piping","Sonic"
"Pied Piping","Uncommon"
"Song of the Fallen","Bard"
"Song of the Fallen","Composition"
"Song of the Fallen","Focus"
"Song of the Fallen","Necromancy"
"Song of the Fallen","Uncommon"
"Acidic Burst","Acid"
"Acidic Burst","Evocation"
"Admonishing Ray","Attack"
"Admonishing Ray","Necromancy"
"Admonishing Ray","Nonlethal"
"Agitate","Enchantment"
"Agitate","Mental"
"Agitate","Nonlethal"
"Air Bubble","Air"
"Air Bubble","Concentrate"
"Airburst","Air"
"Airburst","Evocation"
"Airburst","Uncommon"
"Alarm","Concentrate"
"Alarm","Manipulate"
"Animal Allies","Conjuration"
"Animate Rope","Transmutation"
"Ant Haul","Concentrate"
"Ant Haul","Manipulate"
"Anticipate Peril","Divination"
"Aqueous Blast","Evocation"
"Aqueous Blast","Rare"
"Aqueous Blast","Water"
"Bane","Aura"
"Bane","Concentrate"
"Bane","Manipulate"
"Bane","Mental"
"Befuddle","Emotion"
"Befuddle","Enchantment"
"Befuddle","Mental"
"Biting Words","Attack"
"Biting Words","Auditory"
"Biting Words","Evocation"
"Biting Words","Linguistic"
"Biting Words","Sonic"
"Bless","Aura"
"Bless","Concentrate"
"Bless","Manipulate"
"Bless","Mental"
"Breadcrumbs","Abjuration"
"Breathe Fire","Concentrate"
"Breathe Fire","Fire"
"Breathe Fire","Manipulate"
"Briny Bolt","Attack"
"Briny Bolt","Evocation"
"Briny Bolt","Water"
"Buffeting Winds","Air"
"Buffeting Winds","Evocation"
"Buffeting Winds","Nonlethal"
"Buoyant Bubbles","Concentrate"
"Buoyant Bubbles","Water"
"Camel Spit","Acid"
"Camel Spit","Attack"
"Camel Spit","Concentrate"
"Camel Spit","Manipulate"
"Camel Spit","Morph"
"Carryall","Concentrate"
"Carryall","Force"
"Carryall","Manipulate"
"Celestial Accord","Emotion"
"Celestial Accord","Enchantment"
"Celestial Accord","Good"
"Celestial Accord","Mental"
"Celestial Accord","Uncommon"
"Charm","Concentrate"
"Charm","Emotion"
"Charm","Incapacitation"
"Charm","Manipulate"
"Charm","Mental"
"Charm","Subtle"
"Chilling Spray","Cold"
"Chilling Spray","Concentrate"
"Chilling Spray","Manipulate"
"Cleanse Cuisine","Concentrate"
"Cleanse Cuisine","Manipulate"
"Command","Auditory"
"Command","Concentrate"
"Command","Linguistic"
"Command","Manipulate"
"Command","Mental"
"Concordant Choir","Concentrate"
"Concordant Choir","Sonic"
"Conductive Weapon","Concentrate"
"Conductive Weapon","Electricity"
"Conductive Weapon","Manipulate"
"Conductive Weapon","Metal"
"Create Water","Concentrate"
"Create Water","Manipulate"
"Create Water","Water"
"Cycle of Retribution","Enchantment"
"Cycle of Retribution","Mental"
"Cycle of Retribution","Uncommon"
"Dehydrate","Concentrate"
"Dehydrate","Fire"
"Dehydrate","Manipulate"
"Detect Alignment","Detection"
"Detect Alignment","Divination"
"Detect Alignment","Uncommon"
"Detect Poison","Concentrate"
"Detect Poison","Detection"
"Detect Poison","Manipulate"
"Detect Poison","Uncommon"
"Disguise Magic","Concentrate"
"Disguise Magic","Illusion"
"Disguise Magic","Manipulate"
"Dizzying Colors","Concentrate"
"Dizzying Colors","Illusion"
"Dizzying Colors","Incapacitation"
"Dizzying Colors","Manipulate"
"Dizzying Colors","Visual"
"Draw Ire","Emotion"
"Draw Ire","Enchantment"
"Draw Ire","Mental"
"DÃ©jÃ  Vu","Concentrate"
"DÃ©jÃ  Vu","Incapacitation"
"DÃ©jÃ  Vu","Manipulate"
"DÃ©jÃ  Vu","Mental"
"Echoing Weapon","Evocation"
"Echoing Weapon","Sonic"
"Elysian Whimsy","Enchantment"
"Elysian Whimsy","Incapacitation"
"Elysian Whimsy","Mental"
"Elysian Whimsy","Uncommon"
"Endure","Enchantment"
"Endure","Mental"
"Enfeeble","Concentrate"
"Enfeeble","Manipulate"
"Exchange Image","Illusion"
"Exchange Image","Uncommon"
"Exchange Image","Visual"
"Fashionista","Transmutation"
"Fated Healing","Enchantment"
"Fated Healing","Linguistic"
"Fated Healing","Mental"
"Fated Healing","Uncommon"
"Fear","Concentrate"
"Fear","Emotion"
"Fear","Fear"
"Fear","Manipulate"
"Fear","Mental"
"Flashy Disappearance","Illusion"
"Flashy Disappearance","Uncommon"
"Fleet Step","Concentrate"
"Fleet Step","Manipulate"
"Flense","Necromancy"
